ticker,name,sector,sub_industry,index,first_seen,last_seen_in_index,status,dropped_on,security_type
EZGO,EZGO Technologies Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EZPW,"EZCORP, Inc.",Financials,Consumer Finance,S&P 600,2026-09-04,2026-09-25,active,,operating
EZRA,"Reliance Global Group, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,S&P 500,2026-09-04,2026-09-25,active,,operating
FA,First Advantage Corporation,Industrials,Human Resource & Employment Services,S&P 600,2026-09-04,2026-09-25,active,,operating
FABC,"Fabric.AI, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FAC,Factorial Energy Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FACT,FACT II Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
FAF,First American Financial Corporation,Financials,Property & Casualty Insurance,S&P 400,2026-09-04,2026-09-25,active,,operating
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,S&P 500,2026-09-04,2026-09-25,active,,operating
FAST,Fastenal,Industrials,Trading Companies & Distributors,S&P 500,2026-09-04,2026-09-25,active,,operating
FATE,"Fate Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FATN,"FatPipe, Inc. - common stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FAX,"abrdn Asia-Pacific Income Fund, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,cef
FBDT,First Breach Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FBIN,Fortune Brands Innovations,Industrials,Building Products,S&P 400,2026-09-04,2026-09-25,active,,operating
FBIO,"Fortress Biotech, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FBIZ,"First Business Financial Services, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FBK,FB Financial Corp.,Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
FBLA,"FB Bancorp, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FBLG,"FibroBiologics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FBNC,First Bancorp (Southern Pines NC),Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
FBP,First BanCorp (Puerto Rico),Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,Mortgage REITs,S&P 600,2026-09-04,2026-09-25,active,,operating
FBYD,"Falcon's Beyond Global, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FC,Franklin Covey Company Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
FCAP,"First Capital, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FCBC,"First Community Bankshares, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FCBM,"First Carolina Financial Services, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
FCCO,First Community Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FCEL,"FuelCell Energy, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FCF,"First Commonwealth Financial, Corp.",Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
FCFS,FirstCash,Financials,Consumer Finance,S&P 400,2026-09-04,2026-09-25,active,,operating
FCN,FTI Consulting,Industrials,Research & Consulting Services,S&P 400,2026-09-04,2026-09-25,active,,operating
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FCPT,"Four Corners Property Trust, Inc.",Real Estate,Other Specialized REITs,S&P 600,2026-09-04,2026-09-25,active,,operating
FCRS,FutureCrest Acquisition Corp. Class A Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,spac
FCUV,Focus Universal Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FCX,Freeport-McMoRan,Materials,Copper,S&P 500,2026-09-04,2026-09-25,active,,operating
FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FDMM,Freedom Metals Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FDS,FactSet,Financials,Financial Exchanges & Data,S&P 500,2026-09-04,2026-09-25,active,,operating
FDSB,"Fifth District Bancorp, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FDUS,Fidus Investment Corporation - Closed End Fund,,,Nasdaq,2026-09-04,2026-09-25,active,,bdc
FDX,FedEx,Industrials,Air Freight & Logistics,S&P 500,2026-09-04,2026-09-25,active,,operating
FDXF,FedEx Freight,Industrials,Cargo Ground Transportation,S&P 500,2026-09-04,2026-09-25,active,,operating
FE,FirstEnergy,Utilities,Electric Utilities,S&P 500,2026-09-04,2026-09-25,active,,operating
FEAM,"5E Advanced Materials, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FEIM,"Frequency Electronics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FELE,Franklin Electric,Industrials,Industrial Machinery & Supplies & Components,S&P 600,2026-09-04,2026-09-25,active,,operating
FEMY,Femasys Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FENC,Fennec Pharmaceuticals Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FER,Ferrovial N.V. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FERA,Fifth Era Acquisition Corp I - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-21,dropped,2026-09-21,spac
FERG,Ferguson Enterprises,Industrials,Trading Companies & Distributors,S&P 500,2026-09-04,2026-09-25,active,,operating
FET,"Forum Energy Technologies, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
FF,FutureFuel Corp.  Common shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
FFAI,Faraday Future Intelligent Electric Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FFBC,First Financial Bancorp,Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
FFIN,First Financial Bankshares,Financials,Regional Banks,S&P 400,2026-09-04,2026-09-25,active,,operating
FFIV,"F5, Inc.",Information Technology,Communications Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
FG,"F&G Annuities & Life, Inc.",Financials,Life & Health Insurance,S&P 600,2026-09-04,2026-09-25,active,,operating
FGBI,"First Guaranty Bancshares, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FGI,FGI Industries Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FGII,FG Imperii Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
FGL,Founder Group Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-23,dropped,2026-09-23,operating
FGN,"F&G Annuities & Life, Inc. 7.950% Senior Notes due 2053",,,NYSE,2026-09-04,2026-09-25,active,,debt
FGNX,FG Nexus Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FGSN,"F&G Annuities & Life, Inc. 7.300% Junior Subordinated Notes due 2065",,,NYSE,2026-09-04,2026-09-25,active,,debt
FHB,"First Hawaiian, Inc.",Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
FHI,Federated Hermes,Financials,Asset Management & Custody Banks,S&P 400,2026-09-04,2026-09-25,active,,operating
FHN,First Horizon,Financials,Regional Banks,S&P 400,2026-09-04,2026-09-25,active,,operating
FHTX,Foghorn Therapeutics Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FIBK,"First Interstate BancSystem, Inc.",Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
FICO,Fair Isaac,Information Technology,Application Software,S&P 500,2026-09-04,2026-09-25,active,,operating
FIEE,"FiEE, Inc - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FIG,"Figma, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FIGS,"FIGS, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
FIGX,FIGX Capital Acquisition Corp. - Class A ordinary share,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
FINW,FinWise Bancorp - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FIP,FTAI Infrastructure Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FIRY,Firy Inc. Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,S&P 500,2026-09-04,2026-09-25,active,,operating
FISI,"Financial Institutions, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FISN,"Deep Fission, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FISV,Fiserv,Financials,Transaction & Payment Processing Services,S&P 500,2026-09-04,2026-09-25,active,,operating
FITB,Fifth Third Bancorp,Financials,Regional Banks,S&P 500,2026-09-04,2026-09-25,active,,operating
FIVE,Five Below,Consumer Discretionary,Specialty Stores,S&P 400,2026-09-04,2026-09-25,active,,operating
FIVN,"Five9, Inc.",Information Technology,Application Software,S&P 600,2026-09-04,2026-09-25,active,,operating
FIX,Comfort Systems USA,Industrials,Construction & Engineering,S&P 500,2026-09-04,2026-09-25,active,,operating
FIZZ,National Beverage Corp.,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,S&P 600,2026-09-04,2026-09-25,active,,operating
FJDI,ARC Group Securities Acquisition I - Class A Ordinary Shares,,,Nasdaq,2026-09-24,2026-09-25,active,,spac
FJET,"Starfighters Space, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
FKWL,Franklin Wireless Corp. - common stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,S&P 500,2026-09-04,2026-09-25,active,,operating
FLG,Flagstar Bank,Financials,Regional Banks,S&P 400,2026-09-04,2026-09-25,active,,operating
FLGT,"Fulgent Genetics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FLL,"Full House Resorts, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FLNA,"Filana Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-24,dropped,2026-09-24,operating
FLNC,"Fluence Energy, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FLNG,FLEX LNG Ltd. Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
FLNT,"Fluent, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FLO,Flowers Foods,Consumer Staples,Packaged Foods & Meats,S&P 600,2026-09-04,2026-09-25,active,,operating
FLOC,Flowco Holdings Inc. Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
FLR,Fluor,Industrials,Construction & Engineering,S&P 400,2026-09-04,2026-09-25,active,,operating
FLS,Flowserve,Industrials,Industrial Machinery & Supplies & Components,S&P 400,2026-09-04,2026-09-25,active,,operating
FLUT,Flutter Entertainment plc Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FLXS,"Flexsteel Industries, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FLY,Firefly Aerospace Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FLYE,"Fly-E Group, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FLYW,Flywire Corporation - Voting Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FLYX,"flyExclusive, Inc. Class A Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
FMAC,Future Money Acquisition Corporation - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
FMAO,"Farmers & Merchants Bancorp, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FMBH,"First Mid Bancshares, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,S&P 600,2026-09-04,2026-09-25,active,,operating
FMN,Federated Hermes Premier Municipal Income Fund,,,NYSE,2026-09-04,2026-09-25,active,,cef
FMNB,Farmers National Banc Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FMST,Foremost Clean Energy Ltd. - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
FN,Fabrinet,Information Technology,Electronic Manufacturing Services,S&P 400,2026-09-04,2026-09-25,active,,operating
FNB,FNB Corporation,Financials,Regional Banks,S&P 400,2026-09-04,2026-09-25,active,,operating
FND,Floor & Decor,Consumer Discretionary,Home Improvement Retail,S&P 400,2026-09-04,2026-09-25,active,,operating
FNF,Fidelity National Financial,Financials,Property & Casualty Insurance,S&P 400,2026-09-04,2026-09-25,active,,operating
FNKO,"Funko, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FNLC,"First Bancorp, Inc (ME) - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FNRN,First Northern Community Bancorp - Common stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FNV,Franco-Nevada Corporation,,,NYSE,2026-09-04,2026-09-25,active,,operating
FNWB,First Northwest Bancorp - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FNWD,Finward Bancorp - common stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FOA,Finance of America Companies Inc. Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,cef
FOFO,"Hang Feng Technology Innovation Co., Ltd. - Ordinary Shares",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FOR,Forestar Group Inc Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
FORM,"FormFactor, Inc.",Information Technology,Semiconductor Materials & Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
FORR,"Forrester Research, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FOSL,"Fossil Group, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FOUR,Shift4,Financials,Transaction & Payment Processing Services,S&P 400,2026-09-04,2026-09-25,active,,operating
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,S&P 500,2026-09-04,2026-09-25,active,,operating
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,S&P 500,2026-09-04,2026-09-25,active,,operating
FOXF,Fox Factory,Consumer Discretionary,Automotive Parts & Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
FPH,"Five Point Holdings, LLC Class A Common Shares",,,NYSE,2026-09-04,2026-09-25,active,,operating
FPI,Farmland Partners Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
FPS,"Forgent Power Solutions, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
FR,First Industrial Realty Trust,Real Estate,Industrial REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
FRAF,Franklin Financial Services Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRBA,First Bank  - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRBT,"Forbright, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRD,Friedman Industries Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRGT,"Freight Technologies, Inc. - Ordinary Shares",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRHC,Freedom Holding Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRME,First Merchants Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRMI,Fermi Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRMM,"Forum Markets, Incorporated - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRNM,"Freenome, Inc. - Common stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRO,Frontline Plc Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
FROG,JFrog Ltd. - Ordinary shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRPH,"FRP Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRPT,Freshpet,Consumer Staples,Packaged Foods & Meats,S&P 600,2026-09-04,2026-09-25,active,,operating
FRSH,Freshworks Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRST,Primis Financial Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,S&P 500,2026-09-04,2026-09-25,active,,operating
FRTT,Fort Technology Inc. - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FRVO,Fervo Energy Company - Class A common stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FSBC,Five Star Bancorp - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FSBW,"FS Bancorp, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FSCO,FS Credit Opportunities Corp. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
FSEA,"First Seacoast Bancorp, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FSHP,Flag Ship Acquisition Corp. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
FSI,Flexible Solutions International Inc. Common Stock (CDA),,,NYSE American,2026-09-04,2026-09-25,active,,operating
FSK,FS KKR Capital Corp. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,bdc
FSLR,First Solar,Information Technology,Semiconductors,S&P 500,2026-09-04,2026-09-25,active,,operating
FSLY,"Fastly, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FSM,Fortuna Mining Corp. Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
FSP,Franklin Street Properties Corp. Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
FSS,Federal Signal Corporation,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
FSTR,L.B. Foster Company - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FSUN,FirstSun Capital Bancorp - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FSV,FirstService Corporation - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FT,Franklin Universal Trust Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
FTAI,FTAI Aviation Ltd. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FTCI,"FTC Solar, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
FTDR,"Frontdoor, Inc.",Consumer Discretionary,Specialized Consumer Services,S&P 600,2026-09-04,2026-09-25,active,,operating
FTEK,"Fuel Tech, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
